"headline","text","keywords","ratingName"
"Susan Truppe: “There have been more than 40 studies on the plight of murdered and missing aboriginal women.” - FactsCanada","Susan Truppe: “There have been more than 40 studies on the plight of murdered and missing aboriginal women.” - FactsCanada","CPC, First Nations, Security, Susan Truppe","TRUE"
"Michelle Fields on Social Security","Fox News contributor Michelle Fields said that 'we shouldn't just give money to people simply because they are old.'","corey lewandowski, fox news, michelle fields, political memes, social security","TRUE"
"Did Fox News Use an Image of Patti LaBelle During Their Aretha Franklin Tribute?","Fox News included an image of singer Patti LaBelle instead of Aretha Franklin in a tribute piece after the latter's passing.","aretha franklin, fox news, patti labelle","TRUE"
"Did George Zimmerman Sign a Bag of Skittles?","A photograph shows a bag of Skittles signed by George Zimmerman.","george zimmerman, skittles, trayvon martin","TRUE"
"Duct Tape Advice","Three people died of suffocation after sealing their home with plastic sheeting and duct tape.","ASP Article","TRUE"
"Greg Abbott: 'My wife is going to be the first Hispanic first lady in the history of Texas'","'My wife is going to be the first Hispanic first lady in the history of Texas.'","Candidate Biography,History,Women","TRUE"
"DSCC claims Linda McMahon tipped off ringside physician about steroids investigation","As CEO of WWE, Linda McMahon 'was caught tipping off a ringside physician' about a federal investigation into illegally distributing steroids to wrestlers.","Candidate Biography,Message Machine 2010","TRUE"
"Russian Billboard Features Trump and Putin","A photograph shows Donald Trump and Vladimir Putin on a billboard above the words 'Let's make the world great again — together.'","billboard, putin, russia, trump","TRUE"
"Sandstorm","Photographs show a sandstorm in Iraq.","ASP Article, Natural Phenomena","TRUE"
"Winston Churchill on Islam","Winston Churchill wrote about the “dreadful curses of Mohammedanism” in his 1899 book The River Wars.","ASP Article","TRUE"
"Clinton is right: Trump tax plan gives more to rich than Bush tax cuts","Says Donald Trump’s tax plan gives the wealthy and corporations 'more than the Bush tax cuts by at least a factor of two.'","Taxes","TRUE"
"About 1 in 4 Texas women of reproductive age don't have health insurance","'Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.'","Corrections and Updates,Health Care","TRUE"
"King says Rhode Island's public employees have 150 different pension plans","In Rhode Island 'there are 150 different pension plans for public workers.'","Economy,Public Service,Retirement,State Budget,Workers","TRUE"
"Gatorade Origin","Gatorade was invented by researchers at the University of Florida and named in honor of the Florida Gators, that school’s football team.","ASP Article, Food Origins, What's In A Name?","TRUE"
"Attack ad says Jim Frishe raised taxes on accountants' fees","Says Jim Frishe wanted to 'tax us for doing our taxes' through an accountant.","Message Machine 2012,Taxes","TRUE"
"Sesame Street Bert and Osama bin Laden","Bert, the Sesame Street muppet, appeared on posters carried by supporters of Osama bin Laden.","ASP Article","TRUE"
"Sacramento Bee editorial says Texas is last in workers’ compensation coverage","Says Texas is last in workers' compensation coverage.","Labor,Workers","TRUE"
"Who Was Michael Myers?","The mass-murdering Michael Myers character in the Halloween series of films sports what was originally a Captain Kirk mask.","captain kirk, Celebrities, halloween, horror movies, michael myers, Movies, star trek, william shatner","TRUE"
"Can system development charges be spent on capital projects and maintenance?","Say that under state law, 'systems development charges can only be spent on capital investment.'","Infrastructure,Message Machine 2012","TRUE"
"Texas Congresswoman Eddie Bernice Johnson says Social Security slashed poverty among the elderly","'In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.'","Social Security","TRUE"
"Gov. Sanford cites Bloomberg statistic that the U.S. has """"spent, lent or committed"""" nearly $13 trillion to blunt the recession","'Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.'","Economy,Stimulus","TRUE"
"Gov. Rick Perry says the term 'act of God' is a legal term prevalent in state law","'If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.'","Energy,Regulation","TRUE"
"Immigration bill includes several nods to industries","'The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.'","Federal Budget,Immigration","TRUE"
"Hot Pockets Recall","Nestlé has recalled some HOT POCKETS brand products due to possible contaminated beef issues.","ASP Article, recalls","TRUE"
"Boehner says federal debt will equal GDP in two years","'Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.'","Federal Budget","TRUE"
"Dale Earnhardt Jr. accuses congressman of never attending NASCAR races","'The Republican from Georgia [U.S. Rep. Jack Kingston], he hasn’t even been to a NASCAR race.'","Federal Budget,Sports","TRUE"
"Was a Man Killed by an Exploding Lava Lamp?","A man was killed by an exploding lava lamp.","freakish fatalities","TRUE"
"Rand Paul says John Bolton still thinks Iraq War was right decision","Says John Bolton supported the Iraq War and said last year that 'I still think the decision to overthrow Saddam was correct.'","Foreign Policy,Military,Terrorism","TRUE"
"Does Georgia have more illegal immigrants than Arizona?","Georgia has “more illegal aliens than the state of Arizona.”","Immigration","TRUE"
"Goodlatte says deportations from U.S. interior have fallen under Obama","'The actual deportations from the interior of the country are way down' under President Obama.","Immigration","TRUE"
"Charlie Crist camps out on Florida's Emerald Coast","'I have spent virtually every weekend since Memorial Day in the Panhandle.'","Oil Spill","TRUE"
"GOP auditor candidate Dave Yost says opponent David Pepper kicked off a jock tax","'Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.'","Message Machine 2010,Taxes","TRUE"
"Barack Obama says taxes are lower for middle class today than when he took office","For 'the average middle-class family, your taxes today are lower than when I took office.'","Job Accomplishments,Taxes","TRUE"
"Was ‘Dixie’ Taken Out of Dolly Parton’s Dixie Stampede Dinner Attraction?","The word 'Dixie' was removed from a popular Civil War-themed dinner show in Tennessee.","confederate controversy, dolly parton, political correctness","TRUE"
"GeoCities Closing","Yahoo has announced it will be shutting down all GeoCities web sites.","ASP Article, internet","TRUE"
"Yes, but take this prediction with a grain of salt","'Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.'","Economy","TRUE"
"ARC tunnel project overruns would have been New Jersey’s responsibility alone, senator says","'The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.'","Transportation","TRUE"
"Donna Howard says abortions are decreasing","Says abortions are decreasing.","Abortion","TRUE"
"SUV Impaled on Guardrail","Photographs show an SUV impaled by a guardrail.","accidents, ASP Article","TRUE"
"Yes, Florida really is the only state to tax commercial leases, as Gov. Rick Scott said","'Florida is now the only state in the nation to tax commercial leases.'","Taxes","TRUE"
"Navy Corpsman Letter to Mom","Navy corpsman’s e-mail dissuades his mother from attending anti-war demonstration.","ASP Article","TRUE"
"Studies confirm premiums are up 98 percent","Health insurance premiums 'have almost doubled ... since 2000.'","Health Care","TRUE"
"ATM Theft","Photographs show scammers using a strip of film to steal an unsuspecting bank customer’s ATM card.","ASP Article, ATM Scams","TRUE"
"Will too many tattoos keep you out of military? Jeb Bush says yes","'Too many' tattoos 'on visible body parts' keep some applicants out of the military.","Military","TRUE"
"Green Onions and Hepatitis A","The FDA has issued a warning about a possible connection between Hepatitis A and green onions.","ASP Article, weather modification","TRUE"
"Gov. Rick Perry says Congress hiked debt limit to $14 trillion and federal budget under preparation has over $5 trillion in debt over five years","'Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that they’re going forward with has more than a $5 trillion in debt in it over the next five years.'","Federal Budget","TRUE"
